method,params,P_exact,P_more,P_full,U_nominal_raw,U_ordinal_raw,SD_nominal_raw,SD_ordinal_raw,D_bertscore,D_cosine,D_pp,divergence__count,privacy__exact_count,privacy__full_count,privacy__more_count,privacy_exact_accuracy,privacy_full_accuracy,privacy_more_accuracy,supervised_divergence__label_count,supervised_divergence__utility_nominal_raw_count,supervised_divergence__utility_nominal_score_count,supervised_divergence__utility_score_count,supervised_divergence_label_acc,supervised_divergence_label_baseline_acc,supervised_divergence_label_dummy_acc,supervised_divergence_label_dummy_strategy,supervised_divergence_label_f1,supervised_divergence_label_macro_f1,supervised_divergence_label_racc,supervised_divergence_label_score,supervised_divergence_utility_dummy_strategy,supervised_divergence_utility_nominal_baseline_acc,supervised_divergence_utility_nominal_dummy_acc,supervised_divergence_utility_nominal_weighted_score,supervised_divergence_utility_total_score,supervised_divergence_utility_weighted_score,utility__label_count,utility__utility_nominal_raw_count,utility__utility_nominal_score_count,utility__utility_score_count,utility_label_acc,utility_label_baseline_acc,utility_label_dummy_acc,utility_label_dummy_strategy,utility_label_f1,utility_label_macro_f1,utility_label_racc,utility_label_score,utility_utility_dummy_strategy,utility_utility_nominal_baseline_acc,utility_utility_nominal_dummy_acc,utility_utility_nominal_weighted_score,utility_utility_total_score,utility_utility_weighted_score
baseline,{},0.9745467224546723,0.9968619246861925,0.9862273361227336,0.9793303017775941,,0.9731293923108723,,0.0,0.0,,,239,239,239,0.9581589958158996,0.9790794979079498,0.99581589958159,2419,2419,,,0.9731293923108723,0.9731293923108723,,,0.9722031519983906,0.9722031519983906,,,,0.9731293923108723,,,,,2419,2419,,,0.9793303017775941,0.9793303017775941,,,0.9794255899444719,0.9794255899444719,,,,0.9793303017775941,,,,
dpmlm_shap,"{'k': 2, 'epsilon': 10}",0.7464646248858876,0.6801088435195387,0.26020905832182023,0.9553534518396032,,0.9623811492352211,,0.11399979278931888,0.2727708359452603,0.05713427127168954,2419.0,239,239,239,0.6317991631799164,0.0,0.5732217573221757,2419,2419,2419.0,2419.0,0.9623811492352211,0.9731293923108723,0.054981397271599834,mode,0.96214785117142,0.96214785117142,0.9882935614588023,0.9882935614588023,mode,0.9731293923108723,0.054981397271599834,0.9882935614588024,0.9882935614588024,0.9882935614588024,2419,2419,2419.0,2419.0,0.9553534518396032,0.9793303017775941,0.054981397271599834,mode,0.9498706439468795,0.9498706439468795,0.9740608228980322,0.9740608228980322,mode,0.9793303017775941,0.054981397271599834,0.9740608228980322,0.9740608228980322,0.9740608228980322
dpmlm_shap,"{'k': 2, 'epsilon': 25}",0.7485078348273361,0.6825196823320511,0.2489015055112012,0.9627945431996693,,0.9648615130219099,,0.11369156852247499,0.27078337715449735,0.05993512152021798,2419.0,239,239,239,0.6443514644351465,0.0041841004184100415,0.5815899581589958,2419,2419,2419.0,2419.0,0.9648615130219099,0.9731293923108723,0.054981397271599834,mode,0.9645972622086262,0.9645972622086262,0.9909950472760019,0.9909950472760019,mode,0.9731293923108723,0.054981397271599834,0.9909950472760019,0.9909950472760019,0.9909950472760019,2419,2419,2419.0,2419.0,0.9627945431996693,0.9793303017775941,0.054981397271599834,mode,0.9612380932864729,0.9612380932864729,0.9821109123434705,0.9821109123434705,mode,0.9793303017775941,0.054981397271599834,0.9821109123434705,0.9821109123434705,0.9821109123434705
dpmlm_shap,"{'k': 2, 'epsilon': 50}",0.7532318639853809,0.689791791905416,0.2767904161760486,0.9574204216618437,,0.9644481190574618,,0.11399401678138156,0.26941107178384877,0.06874334899960924,2419.0,239,239,239,0.6443514644351465,0.03765690376569038,0.5941422594142259,2419,2419,2419.0,2419.0,0.9644481190574618,0.9731293923108723,0.054981397271599834,mode,0.9635560622493703,0.9635560622493703,0.9905447996398019,0.9905447996398019,mode,0.9731293923108723,0.054981397271599834,0.9905447996398019,0.9905447996398019,0.9905447996398019,2419,2419,2419.0,2419.0,0.9574204216618437,0.9793303017775941,0.054981397271599834,mode,0.9535938738881047,0.9535938738881047,0.9762969588550984,0.9762969588550984,mode,0.9793303017775941,0.054981397271599834,0.9762969588550984,0.9762969588550984,0.9762969588550984
dpmlm_shap,"{'k': 2, 'epsilon': 100}",0.7772962499031297,0.6913718656317565,0.2776918429124749,0.9673418768085986,,0.9673418768085986,,0.11409042476868521,0.26740460435976515,0.07563683987372391,2419.0,239,239,239,0.6736401673640168,0.029288702928870293,0.5941422594142259,2419,2419,2419.0,2419.0,0.9673418768085986,0.9731293923108723,0.054981397271599834,mode,0.9665781349973374,0.9665781349973374,0.9936965330932013,0.9936965330932013,mode,0.9731293923108723,0.054981397271599834,0.9936965330932013,0.9936965330932013,0.9936965330932013,2419,2419,2419.0,2419.0,0.9673418768085986,0.9793303017775941,0.054981397271599834,mode,0.9652563546340502,0.9652563546340502,0.9870304114490162,0.9870304114490162,mode,0.9793303017775941,0.054981397271599834,0.9870304114490162,0.9870304114490162,0.9870304114490162
dpmlm_shap,"{'k': 2, 'epsilon': 250}",0.7695591821644363,0.6912431996329744,0.28272831610024873,0.9681686647374949,,0.9665150888797024,,0.11404860514951866,0.26565275828224316,0.08136912866350898,2419.0,239,239,239,0.6569037656903766,0.03765690376569038,0.5899581589958159,2419,2419,2419.0,2419.0,0.9665150888797024,0.9731293923108723,0.054981397271599834,mode,0.9656841933680068,0.9656841933680068,0.9927960378208015,0.9927960378208015,mode,0.9731293923108723,0.054981397271599834,0.9927960378208015,0.9927960378208015,0.9927960378208015,2419,2419,2419.0,2419.0,0.9681686647374949,0.9793303017775941,0.054981397271599834,mode,0.9679279348816641,0.9679279348816641,0.9879248658318426,0.9879248658318426,mode,0.9793303017775941,0.054981397271599834,0.9879248658318426,0.9879248658318426,0.9879248658318426
dpmlm_shap,"{'k': 3, 'epsilon': 10}",0.7119252801242827,0.6360173004740208,0.1808982843973183,0.9561802397684994,,0.9565936337329475,,0.1188087878319881,0.2836498999063414,0.07846536148645225,2419.0,239,239,239,0.5941422594142259,0.0,0.49372384937238495,2419,2419,2419.0,2419.0,0.9565936337329475,0.9731293923108723,0.054981397271599834,mode,0.9564946602156074,0.9564946602156074,0.9819900945520036,0.9819900945520036,mode,0.9731293923108723,0.054981397271599834,0.9819900945520035,0.9819900945520035,0.9819900945520035,2419,2419,2419.0,2419.0,0.9561802397684994,0.9793303017775941,0.054981397271599834,mode,0.9547777827725655,0.9547777827725655,0.9749552772808587,0.9749552772808587,mode,0.9793303017775941,0.054981397271599834,0.9749552772808587,0.9749552772808587,0.9749552772808587
dpmlm_shap,"{'k': 3, 'epsilon': 25}",0.7193197383200688,0.6350618403135397,0.17486058355606934,0.9570070276973957,,0.9611409673418768,,0.11842317781255185,0.2808044654813469,0.08295290058486265,2419.0,239,239,239,0.6108786610878661,0.0041841004184100415,0.502092050209205,2419,2419,2419.0,2419.0,0.9611409673418768,0.9731293923108723,0.054981397271599834,mode,0.9606694081989887,0.9606694081989887,0.9869428185502026,0.9869428185502026,mode,0.9731293923108723,0.054981397271599834,0.9869428185502026,0.9869428185502026,0.9869428185502026,2419,2419,2419.0,2419.0,0.9570070276973957,0.9793303017775941,0.054981397271599834,mode,0.9532414265575379,0.9532414265575379,0.9758497316636852,0.9758497316636852,mode,0.9793303017775941,0.054981397271599834,0.9758497316636852,0.9758497316636852,0.9758497316636852
dpmlm_shap,"{'k': 3, 'epsilon': 50}",0.7274585960013668,0.6466955575957924,0.20254618741645575,0.9541132699462588,,0.9632079371641175,,0.11868547570266819,0.27855310715048115,0.09482624843069894,2419.0,239,239,239,0.6192468619246861,0.04184100418410042,0.5188284518828452,2419,2419,2419.0,2419.0,0.9632079371641175,0.9731293923108723,0.054981397271599834,mode,0.9623071333710732,0.9623071333710732,0.9891940567312022,0.9891940567312022,mode,0.9731293923108723,0.054981397271599834,0.9891940567312021,0.9891940567312021,0.9891940567312021,2419,2419,2419.0,2419.0,0.9541132699462588,0.9793303017775941,0.054981397271599834,mode,0.9436361174103155,0.9436361174103155,0.9727191413237924,0.9727191413237924,mode,0.9793303017775941,0.054981397271599834,0.9727191413237924,0.9727191413237924,0.9727191413237924
dpmlm_shap,"{'k': 3, 'epsilon': 100}",0.7417783602589463,0.6673132882258986,0.2095736407984569,0.9607275733774286,,0.9636213311285655,,0.11831828980171863,0.2753143001065958,0.10054434860982536,2419.0,239,239,239,0.6317991631799164,0.04184100418410042,0.5523012552301255,2419,2419,2419.0,2419.0,0.9636213311285655,0.9731293923108723,0.054981397271599834,mode,0.9628396668281786,0.9628396668281786,0.989644304367402,0.989644304367402,mode,0.9731293923108723,0.054981397271599834,0.9896443043674021,0.9896443043674021,0.9896443043674021,2419,2419,2419.0,2419.0,0.9607275733774286,0.9793303017775941,0.054981397271599834,mode,0.9584874486916993,0.9584874486916993,0.9798747763864042,0.9798747763864042,mode,0.9793303017775941,0.054981397271599834,0.9798747763864041,0.9798747763864041,0.9798747763864041
