method,params,P_exact,P_more,P_full,U_nominal_acc,U_ordinal_mae,SD_nominal_acc,SD_ordinal_mae,D_bertscore,D_cosine,D_pp,T_anon_avg_s
baseline,{},0.9745467224546723,0.9968619246861925,0.9862273361227336,,,,,0.0,0.0,,
presidio,{},0.8300033611152599,0.7343394339425978,0.5411162162283775,0.9727159983464242,,0.972302604381976,,0.09998730250063294,0.24145139047260766,1.0,0.04
spacy,{},0.6271130766640833,0.31925031065642484,0.16488477692976408,0.9677552707730467,,0.9681686647374949,,0.13664573822794202,0.33902952602304864,1.0,0.03
petre_shap,{'k': 2},0.767141390916262,0.6732668593762995,0.24989251497715453,0.9586606035551881,,0.9508061182306738,,0.12690232836446175,0.3741613882149132,0.28972577544343475,1.0
petre_shap,{'k': 3},0.7388581696964629,0.6313835915516091,0.1681938157701314,0.9520463001240181,,0.9421248449772633,,0.1347030008465064,0.40723918005487214,0.34531600007156205,1.0
petre_shap,{'k': 5},0.7214066687999803,0.5613615061397895,0.10085357171429962,0.9458453906572964,,0.9330301777594047,,0.14430478388931003,0.4468309966891191,0.3872176663849986,1.0
petre_shap,{'k': 7},0.6895553865988807,0.5193230703775044,0.0766581294414785,0.9284828441504754,,0.9206283588259612,,0.15123451157708265,0.4718337973538184,0.40455105747224074,1.0
petre_shap,{'k': 10},0.6772121181726021,0.4392252376425425,0.05429824079414887,0.9148408433236874,,0.9148408433236874,,0.15800419083899236,0.4962172195894406,0.42916537808776695,1.0
