method,params,split,P_exact,P_more,P_full,TRIR_exact,TRIR_more,TRIR_full,U_acc,U_mae,PU_acc,PU_mae,D_bertscore,D_cosine,D_pp,T_anon_avg_s
baseline,{},,0.895139275971541,0.9056791854629719,0.8433225972899003,0.8503937007874016,0.8818897637795275,0.8110236220472441,0.9881703470031545,1.6665053993142256,0.9929022082018928,1.7709920872519387,0.0,0.0,,0.0
dummy,{},,0.042719170020387186,0.042719170020387186,0.006090541064538947,0.007874015748031496,0.007874015748031496,0.0007886435331230284,0.32965299684542587,2.2996845425867507,0.32965299684542587,2.2996845425867507,1.0,1.0,,
presidio,{},,0.7934746160776729,0.8122247225917191,0.6894558240680507,0.7086614173228346,0.7401574803149606,0.5984251968503937,0.9511041009463722,1.7897567700435748,0.9652996845425867,1.9511457657694924,0.061723383020151304,0.08740905820383259,,0.10097003154574133
baroud,{'lambda': 0.99},,0.8165276188036497,0.7187386714228147,0.5769265706327587,0.7401574803149606,0.6535433070866141,0.49606299212598426,0.9692429022082019,1.9624496769802315,0.9376971608832808,2.2266781639461377,0.13047901651460667,0.1423495425739875,0.10125780434701935,3.117681388012618
baroud,{'lambda': 0.98},,0.701845062415868,0.5844513779008469,0.48741125772417954,0.5748031496062992,0.5196850393700787,0.4251968503937008,0.9211356466876972,1.6209228168303496,0.8233438485804416,2.5829065442767587,0.14718435229939242,0.17902725822165938,0.13467958558452256,3.117681388012618
baroud,{'lambda': 0.95},,0.5188090071858786,0.45557871037836567,0.37230574523969656,0.3858267716535433,0.3858267716535433,0.33070866141732286,0.61198738170347,1.904807444686679,0.5252365930599369,3.569140179582128,0.1600057502932353,0.24823398519107595,0.15701504715422562,3.117681388012618
baroud,{'lambda': 0.9},,0.4855805826390162,0.40505403877277774,0.32323437598781357,0.36220472440944884,0.33070866141732286,0.2677165354330709,0.5102523659305994,1.9981596101175176,0.44558359621451105,3.671894067270503,0.16337773829040467,0.26591938454364,0.16479641138070977,3.117681388012618
baroud,{'lambda': 0.8},,0.41996965329096575,0.33631075707237573,0.2776724049638524,0.30708661417322836,0.28346456692913385,0.2440944881889764,0.3312302839116719,1.9452577884090763,0.37697160883280756,3.7405057297187856,0.16519685536152934,0.27890236346691566,0.17172048912454346,3.117681388012618
dpmlm_shap,"{'epsilon': 10, 'lambda': 0.99}",,0.7113433169210492,0.7018833003693012,0.5767549011392249,0.6062992125984252,0.6141732283464567,0.49606299212598426,0.9582018927444795,1.8378885940099157,0.9384858044164038,1.983633337612019,0.06922355472853507,0.10275113568509038,0.022538997000113806,8.94487683757173
dpmlm_shap,"{'epsilon': 10, 'lambda': 0.98}",,0.6252057660960576,0.6325099443565688,0.49058052510211814,0.5118110236220472,0.5275590551181102,0.4015748031496063,0.9471608832807571,1.76332076275988,0.8935331230283912,1.9720056054301507,0.0770194915002829,0.11629557393326745,0.0429016134020611,10.91924362853767
dpmlm_shap,"{'epsilon': 10, 'lambda': 0.95}",,0.5377106401050972,0.5280178672813371,0.38299160907568414,0.4251968503937008,0.41732283464566927,0.2992125984251969,0.7523659305993691,1.734174337620788,0.6332807570977917,2.0677491210959196,0.08246056683808095,0.15444082205039847,0.05632972098438011,12.221237888642342
dpmlm_shap,"{'epsilon': 10, 'lambda': 0.9}",,0.47692950127350203,0.4858696676073935,0.3406954943088328,0.36220472440944884,0.3858267716535433,0.25196850393700787,0.5496845425867508,1.8769854822255008,0.4558359621451104,2.203368735211589,0.08513198670716692,0.17927354950258031,0.06154973213858224,12.72737209398655
dpmlm_shap,"{'epsilon': 10, 'lambda': 0.8}",,0.44746528653710604,0.4595459991124052,0.18192726562441458,0.3464566929133858,0.3543307086614173,0.12598425196850394,0.5654574132492114,1.8719987079912868,0.40930599369085174,2.2339929372419527,0.08643650792374596,0.18796373640513195,0.06504877292852072,13.066640378548897
dpmlm_shap,"{'epsilon': 25, 'lambda': 0.99}",,0.6986518860634818,0.6922441373113466,0.5708450246809628,0.5905511811023622,0.5905511811023622,0.48031496062992124,0.9621451104100947,1.861560963226217,0.944006309148265,2.0044323379895794,0.06765430155048612,0.10024228964694291,0.021314606692791213,8.954369454098197
dpmlm_shap,"{'epsilon': 25, 'lambda': 0.98}",,0.6439058125429051,0.6315667205160376,0.4967320574728954,0.5433070866141733,0.5118110236220472,0.41732283464566927,0.9416403785488959,1.764635145624919,0.9069400630914827,1.9966123931286692,0.07403763837242729,0.11150293874815811,0.04041498161872807,10.921239924907088
dpmlm_shap,"{'epsilon': 25, 'lambda': 0.95}",,0.5434609833169589,0.5668128833215162,0.41244964382276206,0.4330708661417323,0.4409448818897638,0.33858267716535434,0.8257097791798107,1.7159099642650513,0.7247634069400631,2.1089806334236005,0.07857854960468666,0.14454815304053695,0.05319443869705381,12.237210781908246
dpmlm_shap,"{'epsilon': 25, 'lambda': 0.9}",,0.49764932406135665,0.5402210667691364,0.38094412967108404,0.3858267716535433,0.4409448818897638,0.2992125984251969,0.5922712933753943,1.661458578011256,0.580441640378549,2.229396188725733,0.08074509806061393,0.166420746770943,0.05818598113515809,12.751217311275635
dpmlm_shap,"{'epsilon': 25, 'lambda': 0.8}",,0.46101401000980896,0.526118614070516,0.21256437694780406,0.3464566929133858,0.4409448818897638,0.16141732283464566,0.5717665615141956,1.8177702520686376,0.5410094637223974,2.251991511681597,0.08181588765386527,0.17403538825948156,0.061518727650291864,13.094408517350157
dpmlm_shap,"{'epsilon': 50, 'lambda': 0.99}",,0.7167761269918933,0.7117776344674794,0.5892387815353148,0.6220472440944882,0.6220472440944882,0.5039370078740157,0.9700315457413249,1.8018540277432118,0.9526813880126183,1.9738154818245373,0.06646620954624861,0.09842997869294524,0.019584012166732376,8.708361960678015
dpmlm_shap,"{'epsilon': 50, 'lambda': 0.98}",,0.6622743361946208,0.656411759870313,0.53292913048172,0.5590551181102362,0.5511811023622047,0.4566929133858268,0.9597791798107256,1.9439942892539543,0.9321766561514195,1.9826182215433164,0.07179491240707482,0.10698725579288856,0.03685900426900218,10.427457755424811
dpmlm_shap,"{'epsilon': 50, 'lambda': 0.95}",,0.5702165143100364,0.5987850884916291,0.4617548001992961,0.4566929133858268,0.48031496062992124,0.3779527559055118,0.8541009463722398,1.6373734362119385,0.7917981072555205,2.0876175648029585,0.07553671427329632,0.1346804727139157,0.04863799439006431,11.59962688080585
dpmlm_shap,"{'epsilon': 50, 'lambda': 0.9}",,0.5430304678983533,0.5741447308664503,0.4388562101051326,0.41732283464566927,0.44881889763779526,0.36220472440944884,0.7697160883280757,1.8228628618287135,0.6837539432176656,2.1944863095991463,0.07736906160127477,0.15414788740854535,0.053278659274453743,12.061435919001287
dpmlm_shap,"{'epsilon': 50, 'lambda': 0.8}",,0.5147068054413757,0.5556765728707723,0.27778486275246944,0.3937007874015748,0.4409448818897638,0.21653543307086615,0.7310725552050473,1.738311029577648,0.6585173501577287,2.2182478372403995,0.07830227102955058,0.16052850192465618,0.056411558994543726,12.37320189274448
dpmlm_shap,"{'epsilon': 100, 'lambda': 0.99}",,0.7205721760174502,0.7115087727631066,0.5968744033204881,0.6141732283464567,0.6141732283464567,0.5039370078740157,0.9755520504731862,1.8750591518940551,0.9526813880126183,1.982931285727331,0.06587062132095313,0.09710572072384109,0.01831120382415992,8.750797963422238
dpmlm_shap,"{'epsilon': 100, 'lambda': 0.98}",,0.6647592271684017,0.6624402185254501,0.5319311145440445,0.5511811023622047,0.5511811023622047,0.4251968503937008,0.9605678233438486,1.7994989756845456,0.9313880126182965,1.980359556259958,0.0706246563876841,0.1045804751878281,0.03413262398868676,10.471349036633086
dpmlm_shap,"{'epsilon': 100, 'lambda': 0.95}",,0.5736032378084421,0.6088648372298728,0.47025062328467404,0.4251968503937008,0.4881889763779528,0.3779527559055118,0.8651419558359621,1.670510600817689,0.8241324921135647,2.095949550285298,0.07390860141451802,0.12932214662667704,0.04514256447463814,11.668660322352155
dpmlm_shap,"{'epsilon': 100, 'lambda': 0.9}",,0.5486929344576247,0.6002232490564537,0.44932776085118287,0.4094488188976378,0.4881889763779528,0.3700787401574803,0.8351735015772871,1.9270200063716962,0.749211356466877,2.1924476987895294,0.07550924927090245,0.14659723977937308,0.04954225291673594,12.147118551267484
dpmlm_shap,"{'epsilon': 100, 'lambda': 0.8}",,0.532774707148733,0.5845088700585971,0.2966934103420459,0.3937007874015748,0.48031496062992124,0.2283464566929134,0.8138801261829653,1.73555444668178,0.7263406940063092,2.205836123600833,0.07635591303700529,0.1524274398099737,0.05244265011425098,12.462531545741324
dpmlm_shap,"{'epsilon': 250, 'lambda': 0.99}",,0.7138292896410395,0.7222138763832492,0.5935816827981523,0.6062992125984252,0.6377952755905512,0.5039370078740157,0.9708201892744479,1.9082104333983514,0.9589905362776026,1.972724927788099,0.06545161716757512,0.09643110040610521,0.017235618228631063,8.602437749752267
dpmlm_shap,"{'epsilon': 250, 'lambda': 0.98}",,0.6814759607396601,0.6628620123311284,0.550462444048003,0.5826771653543307,0.5590551181102362,0.47244094488188976,0.9589905362776026,1.758507681331395,0.9463722397476341,1.9708148941473314,0.0698264358735611,0.10301506241977403,0.03199239832506349,10.180333764225276
dpmlm_shap,"{'epsilon': 250, 'lambda': 0.95}",,0.6153293283316247,0.631093179777109,0.4992019370714049,0.4881889763779528,0.5354330708661418,0.4330708661417323,0.887223974763407,1.7925570210208768,0.8572555205047319,2.078099204530297,0.07286531527523739,0.12602001973883212,0.042369865624018954,11.289963655322216
dpmlm_shap,"{'epsilon': 250, 'lambda': 0.9}",,0.5787501571564021,0.6225958130739693,0.4890000514986821,0.4566929133858268,0.5354330708661418,0.41732283464566927,0.8493690851735016,1.8523432432572415,0.7878548895899053,2.173655056068923,0.07431738097396935,0.14219396446217497,0.04654655647221697,11.73656405188507
dpmlm_shap,"{'epsilon': 250, 'lambda': 0.8}",,0.5698926434260931,0.6003992352123335,0.3283937157148446,0.4566929133858268,0.5039370078740157,0.2440944881889764,0.8359621451104101,1.7393223356331122,0.7673501577287066,2.1934648608057703,0.07507900926592974,0.1476093375532409,0.04931958922687118,12.03307570977918
dpmlm_shap,{'epsilon': 10},,0.038523509869214656,0.05018261061186923,0.01667650277339933,0.0,0.007874015748031496,0.007874015748031496,0.32965299684542587,2.125531837524612,0.1971608832807571,2.731006078695698,0.27528661465983284,0.6214586937512133,0.9891888420541565,71.55305993690851
