dataset,method,params,split,privacy_exact_mean_reciprocal_rank,privacy_exact_accuracy,privacy_full_mean_reciprocal_rank,privacy_full_accuracy,privacy_more_mean_reciprocal_rank,privacy_more_accuracy,utility_label_acc,utility_label_macro_f1,utility_label_f1,utility_utility_nominal_raw_acc,utility__utility_nominal_raw_count,pseudo_utility_label_acc,pseudo_utility_label_macro_f1,pseudo_utility_label_f1,pseudo_utility_utility_nominal_raw_acc,pseudo_utility__utility_nominal_raw_count,divergence_bertscore,divergence_cosine,runtime_avg_anon_time_s,utility_label_dummy_strategy,pseudo_utility_label_dummy_strategy,utility_label_baseline_acc,utility_label_baseline_macro_f1,utility_label_baseline_f1,utility_label_dummy_acc,pseudo_utility_label_baseline_acc,pseudo_utility_label_baseline_macro_f1,pseudo_utility_label_baseline_f1,pseudo_utility_label_dummy_acc,divergence_pp,runtime_anon_total_time_s,runtime_anon_texts_processed,runtime_bk_gen_total_time_s,runtime_deid_total_time_s,runtime_risk_total_time_s,runtime_train_total_time_s,runtime_real_anon_total_time_s
db_bio,dpbart,{'epsilon': 100},,0.37017045404793625,0.23430962343096234,0.0962742661246229,0.04184100418410042,0.2841777413221839,0.18410041841004185,0.6654259718775848,0.596798979540616,0.596798979540616,0.6654259718775848,2419.0,0.7005789909015715,0.6810221652809071,0.6810221652809071,0.7005789909015715,2419.0,0.1917756258258157,0.4049707386084979,1.7736130632492766,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,4290.37,2419.0,0.0,0.0,0.0,0.0,4290.37
db_bio,dpbart,{'epsilon': 250},,0.5532114681769755,0.42677824267782427,0.18531348286591245,0.09623430962343096,0.4654082944889868,0.34309623430962344,0.8478710210830922,0.8134370027418791,0.8134370027418791,0.8478710210830922,2419.0,0.8342290202563043,0.822463699520478,0.822463699520478,0.8342290202563043,2419.0,0.16820243923759698,0.34753054652075077,1.870644894584539,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,4525.09,2419.0,0.0,0.0,0.0,0.0,4525.09
db_bio,dpparaphrase,{'epsilon': 10},,0.09756595264412943,0.0502092050209205,0.03222801447617545,0.012552301255230125,0.11841744401755686,0.058577405857740586,0.4774700289375775,0.4083921340467583,0.4083921340467583,0.4774700289375775,2419.0,0.49607275733774286,0.4667257662109952,0.4667257662109952,0.49607275733774286,2419.0,0.24874634363770534,0.5151887831927645,3.041161637040099,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,7356.57,2419.0,0.0,0.0,0.0,0.0,7356.57
db_bio,dpparaphrase,{'epsilon': 25},,0.06982843120152696,0.029288702928870293,0.02038320172088346,0.0041841004184100415,0.11228130450152451,0.0502092050209205,0.40512608515915666,0.32583708702720254,0.32583708702720254,0.40512608515915666,2419.0,0.4915254237288136,0.46949847668592853,0.46949847668592853,0.4915254237288136,2419.0,0.24629604311312658,0.5112460666540556,2.9466267052501034,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,7127.89,2419.0,0.0,0.0,0.0,0.0,7127.89
db_bio,dpparaphrase,{'epsilon': 50},,0.08069670397827762,0.03765690376569038,0.031864394415616955,0.012552301255230125,0.11103917306021623,0.06276150627615062,0.3815626291856139,0.3088132522171536,0.3088132522171536,0.3815626291856139,2419.0,0.5047540305911534,0.48451868941974424,0.48451868941974424,0.5047540305911534,2419.0,0.24210485585616018,0.5059363629061416,2.7338900372054566,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,6613.28,2419.0,0.0,0.0,0.0,0.0,6613.28
db_bio,dpparaphrase,{'epsilon': 100},,0.08330526393186334,0.03347280334728033,0.03377581531209293,0.012552301255230125,0.12031190313502697,0.058577405857740586,0.5560148821827201,0.4951572694991359,0.4951572694991359,0.5560148821827201,2419.0,0.5436130632492766,0.5233012456511014,0.5233012456511014,0.5436130632492766,2419.0,0.23210954698169955,0.4908567545123155,3.05011988424969,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,7378.24,2419.0,0.0,0.0,0.0,0.0,7378.24
db_bio,dpparaphrase,{'epsilon': 250},,0.09005784497753767,0.02510460251046025,0.06281206733526296,0.03347280334728033,0.15968946732313508,0.100418410041841,0.5934656741108354,0.5295000926221536,0.5295000926221536,0.5934656741108354,2419.0,0.5698924731182796,0.5606565110840741,0.5606565110840741,0.5698924731182796,2419.0,0.23252397240736547,0.5267921535951463,3.108859032658123,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,7520.33,2419.0,0.0,0.0,0.0,0.0,7520.33
db_bio,dpprompt,{'epsilon': 10},,0.02366362092661947,0.0,0.004646802274646134,0.0,0.02943992240709037,0.008368200836820083,0.06868018204385602,0.018531882647681644,0.018531882647681644,0.06868018204385602,2419.0,0.04840711625982623,0.018894121891410945,0.018894121891410945,0.04840711625982623,2419.0,0.28673093803273186,0.8153455363103737,4.182108309218686,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,10116.52,2419.0,0.0,0.0,0.0,0.0,10116.52
db_bio,dpprompt,{'epsilon': 25},,0.032131087279384116,0.008368200836820083,0.0034246384409010702,0.0,0.02951482114573004,0.0041841004184100415,0.06229235880398671,0.027888464699629956,0.027888464699629956,0.0622923588039867,2419.0,0.0739202657807309,0.044030902206991324,0.044030902206991324,0.0739202657807309,2419.0,0.2753855478872492,0.7207179572092883,3.896672178586192,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,9426.05,2419.0,0.0,0.0,0.0,0.0,9426.05
db_bio,dpprompt,{'epsilon': 50},,0.5942359546600073,0.497907949790795,0.5758121331286365,0.5355648535564853,0.6945367581545258,0.6443514644351465,0.7012448132780082,0.6690118885942361,0.6690118885942361,0.7012448132780082,2419.0,0.7427385892116183,0.7437764946116792,0.7437764946116792,0.7427385892116183,2419.0,0.15286220967522302,0.41807924363669396,0.5804836709384044,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,1404.19,2419.0,0.0,0.0,0.0,0.0,1404.19
db_bio,dpprompt,{'epsilon': 100},,0.696420993480082,0.6108786610878661,0.7339253339545029,0.6903765690376569,0.8466099160536136,0.8075313807531381,0.8267162944582299,0.8043068257815024,0.8043068257815024,0.8267162944582299,2419.0,0.835814722911497,0.8307462706474502,0.8307462706474502,0.835814722911497,2419.0,0.1289466789579273,0.36057265950475664,0.6418561389003721,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,1552.65,2419.0,0.0,0.0,0.0,0.0,1552.65
db_bio,dpprompt,{'epsilon': 250},,0.7593600230784714,0.6778242677824268,0.7755620393431099,0.7238493723849372,0.8901726345590113,0.8661087866108786,0.844435250310302,0.8249336324938356,0.8249336324938356,0.844435250310302,2419.0,0.8568473314025652,0.8507436371814286,0.8507436371814286,0.8568473314025652,2419.0,0.12635181090236944,0.35070473857433604,0.6072881355932204,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,,1469.03,2419.0,0.0,0.0,0.0,0.0,1469.03
db_bio,dpmlm_uniform,{'epsilon': 10},,0.029029153263360034,0.0041841004184100415,0.005020391643341412,0.0,0.03326010015457465,0.008368200836820083,0.10334849111202976,0.04200795565194378,0.04200795565194378,0.10334849111202976,2419.0,0.1128565522943365,0.08233385331768539,0.08233385331768539,0.1128565522943365,2419.0,0.27404353888678423,0.5811321668391535,9.201711451012814,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.9999932781469195,22258.94,2419.0,0.0,0.0,0.0,0.0,22258.94
db_bio,dpmlm_uniform,{'epsilon': 10},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
db_bio,dpmlm_uniform,{'epsilon': 25},,0.19232247874954025,0.100418410041841,0.1495576058574832,0.08368200836820083,0.3550056892587794,0.24686192468619247,0.7933030177759405,0.7329511061499662,0.7329511061499662,0.7933030177759405,2419.0,0.7941298057048367,0.7735166302119275,0.7735166302119275,0.7941298057048367,2419.0,0.20542802784550332,0.34744179388026947,12.30463001240182,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.9881309637185363,29764.9,2419.0,0.0,0.0,0.0,0.0,29764.9
db_bio,dpmlm_uniform,{'epsilon': 25},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9868206354854013,,,,,,,
db_bio,dpmlm_uniform,{'epsilon': 50},,0.6638173477933211,0.5397489539748954,0.5076852984480246,0.38493723849372385,0.758696502501193,0.6443514644351465,0.9024390243902439,0.8561698496150738,0.8561698496150738,0.9024390243902439,2419.0,0.9119470855725507,0.9014381412109769,0.9014381412109769,0.9119470855725507,2419.0,0.1549118464275942,0.24507996819392863,4.15087639520463,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.8652713257021751,10040.97,2419.0,0.0,0.0,0.0,0.0,10040.97
db_bio,dpmlm_uniform,{'epsilon': 50},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8618110169789924,,,,,,,
db_bio,dpmlm_uniform,{'epsilon': 100},,0.7274615261539948,0.606694560669456,0.552127683375,0.4435146443514644,0.7830098158341999,0.6778242677824268,0.909466721785862,0.8784111762350945,0.8784111762350945,0.909466721785862,2419.0,0.920214964861513,0.9053267469596623,0.9053267469596623,0.920214964861513,2419.0,0.14347023964421027,0.2286609530867797,5.18430756510955,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.8107521990457613,12540.84,2419.0,0.0,0.0,0.0,0.0,12540.84
db_bio,dpmlm_uniform,{'epsilon': 100},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8101518386431866,,,,,,,
db_bio,dpmlm_uniform,{'epsilon': 250},,0.7572422979719227,0.6485355648535565,0.5725586454921191,0.4602510460251046,0.8264149195271195,0.7364016736401674,0.9127738735014469,0.8794009924379865,0.8794009924379865,0.9127738735014469,2419.0,0.9231087226126499,0.9089522305551699,0.9089522305551699,0.9231087226126499,2419.0,0.13901969419623664,0.223345041348945,10.102178586192641,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.7840893541333298,24437.17,2419.0,0.0,0.0,0.0,0.0,24437.17
db_bio,dpmlm_uniform,{'epsilon': 250},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781480631640399,,,,,,,
db_bio,dpmlm_shap,{'epsilon': 10},,0.03259140365069447,0.008368200836820083,0.00404572191446596,0.0,0.03419663938879543,0.012552301255230125,0.13724679619677552,0.06221564348298266,0.06221564348298266,0.13724679619677552,2419.0,0.14055394791236048,0.1272603218717894,0.1272603218717894,0.14055394791236048,2419.0,0.2736068256091559,0.653833969787638,9.426324927656056,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.8607534260946916,16037.4,2419.0,13902.0,107.88,6657.0,88.9098,22802.28
db_bio,dpmlm_shap,{'epsilon': 10},test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8586671414000246,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 2}",,0.7464646248858876,0.6317991631799164,0.26020905832182023,0.0,0.6801088435195387,0.5732217573221757,0.9553534518396032,0.9498706439468795,0.9498706439468795,0.9553534518396032,2419.0,0.9623811492352211,0.96214785117142,0.96214785117142,0.9623811492352211,2419.0,0.11399979278931888,0.2727708359452603,3.447268526150624,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.05713427127168954,4018.5,2419.0,28677.0,107.88,6657.0,177.26870000000002,8338.94256475836
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 2}",test,0.42960730203719244,0.012552301255230125,,,0.5080123526249483,0.4100418410041841,,,,,,0.9372384937238494,0.935756241307712,0.935756241307712,0.9372384937238494,2419.0,,,,,mode,,,,,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.05642720119849016,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 3}",,0.7119252801242827,0.5941422594142259,0.1808982843973183,0.0,0.6360173004740208,0.49372384937238495,0.9561802397684994,0.9547777827725655,0.9547777827725655,0.9561802397684994,2419.0,0.9565936337329475,0.9564946602156074,0.9564946602156074,0.9565936337329475,2419.0,0.1188087878319881,0.2836498999063414,3.690210458780756,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.07846536148645225,4018.5,2419.0,28677.0,107.88,6657.0,177.26870000000002,8926.619099790649
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 3}",test,0.283653728031687,0.0041841004184100415,,,0.4344679884240475,0.3472803347280335,,,,,,0.9205020920502092,0.915784965307024,0.915784965307024,0.920502092050209,2419.0,,,,,mode,,,,,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.08349405224171051,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 5}",,0.6781650335650741,0.5606694560669456,0.10862795438469508,0.0,0.5680532383287773,0.3891213389121339,0.95824720959074,0.9570309833346968,0.9570309833346968,0.95824720959074,2419.0,0.9528730880529144,0.9526787482308863,0.9526787482308863,0.9528730880529144,2419.0,0.12436139494882925,0.29652533084831734,3.977815296958156,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.10371799977308559,4018.5,2419.0,28677.0,107.88,6657.0,177.26870000000002,9622.33520334178
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 5}",test,0.17635509918494077,0.0041841004184100415,,,0.36707112068033515,0.28870292887029286,,,,,,0.8828451882845189,0.8858870966663067,0.8858870966663067,0.882845188284519,2419.0,,,,,mode,,,,,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.11197381263239131,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 7}",,0.6553458854913616,0.5355648535564853,0.08187391473390872,0.0,0.5185730811080344,0.3179916317991632,0.9520463001240181,0.9492810006638156,0.9492810006638156,0.9520463001240181,2419.0,0.9495659363373294,0.9492395467406688,0.9492395467406688,0.9495659363373294,2419.0,0.12782875387172848,0.3046770037797523,4.156089110649274,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.11937101924817387,4018.5,2419.0,28677.0,107.88,6657.0,177.26870000000002,10053.579558660595
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 7}",test,0.12757399350745255,0.0041841004184100415,,,0.3297682088159439,0.24686192468619247,,,,,,0.8786610878661087,0.8819282742645017,0.8819282742645017,0.8786610878661086,2419.0,,,,,mode,,,,,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.13012793522793906,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 10}",,0.6260472614675158,0.502092050209205,0.0590355976779941,0.0,0.43325711886934004,0.20502092050209206,0.9462587846217445,0.9394838022643964,0.9394838022643964,0.9462587846217445,2419.0,0.9429516329061596,0.9428382107850588,0.9428382107850588,0.9429516329061596,2419.0,0.13184096215430643,0.3138488984923562,4.36704417114685,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.13789355826816857,4018.5,2419.0,28677.0,107.88,6657.0,177.26870000000002,10563.879850004232
db_bio,dpmlm_shap,"{'epsilon': 10, 'k': 10}",test,0.09336847930744405,0.0041841004184100415,,,0.2828315865016893,0.19665271966527198,,,,,,0.8661087866108786,0.8634786047861537,0.8634786047861537,0.8661087866108786,2419.0,,,,,mode,,,,,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.14586082805452547,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.9}",,0.7299307418311105,0.6192468619246861,0.3101025056321503,0.22594142259414227,0.5396354304195631,0.4393305439330544,0.9450186027284002,0.9336333015566036,0.9336333015566036,0.9450186027284002,2419.0,0.9673418768085986,0.9660887130329416,0.9660887130329416,0.9673418768085986,2419.0,0.12067983095288129,0.2899763926758949,3.4064225249351083,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.07066039558127782,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,8240.136087818028
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.9}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07077345737913324,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.8}",,0.5988630095718729,0.47280334728033474,0.21822004026922703,0.1506276150627615,0.4185610084271242,0.3263598326359833,0.944605208763952,0.9370531372100498,0.9370531372100498,0.944605208763952,2419.0,0.9561802397684994,0.9551422468929841,0.9551422468929841,0.9561802397684994,2419.0,0.13813584739879026,0.332053714519988,4.132079188091753,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.15473710475364094,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,9995.49955599395
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.8}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1544226637780927,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.7}",,0.47429113370351705,0.3514644351464435,0.1587618112230624,0.10460251046025104,0.3455342059478122,0.2594142259414226,0.927242662257131,0.9135223781929254,0.9135223781929254,0.927242662257131,2419.0,0.9404712691194709,0.9396041945692039,0.9396041945692039,0.9404712691194709,2419.0,0.15391584953625076,0.3674784599194698,4.883664064930824,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.24181793280455652,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,11813.583373067662
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.7}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24099838848998809,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.6}",,0.38268094996175667,0.28870292887029286,0.09339689942306142,0.04602510460251046,0.2675238205661823,0.1799163179916318,0.9247622984704423,0.9114969913594235,0.9114969913594235,0.9247622984704423,2419.0,0.9148408433236874,0.9128635103240862,0.9128635103240862,0.9148408433236874,2419.0,0.16968838332752986,0.40122359782863914,5.644133561423806,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.3299281589450584,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,13653.159085084188
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.6}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3285031972538227,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.5}",,0.27922091445207226,0.18410041841004185,0.07226780829710794,0.03765690376569038,0.19573231005210098,0.11715481171548117,0.8945845390657297,0.8730906337788622,0.8730906337788622,0.8945845390657297,2419.0,0.8730880529144275,0.8725761401861115,0.8725761401861115,0.8730880529144275,2419.0,0.1859925820493363,0.43603338639368544,6.40759840768685,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.4183854350945706,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,15499.98054819449
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.5}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41686085536762096,,,,,,,
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.4}",,0.18903183551954822,0.09623430962343096,0.05234576616883068,0.02510460251046025,0.15441663456023388,0.08786610878661087,0.8524183546920215,0.8176213015247984,0.8176213015247984,0.8524183546920215,2419.0,0.8210004133939645,0.8194040456973747,0.8194040456973747,0.8210004133939645,2419.0,0.20298981154048773,0.47292273713690824,7.1725863727665295,mode,mode,0.9793303017775941,0.9794255899444719,0.9794255899444719,0.054981397271599834,0.9731293923108723,0.9722031519983906,0.9722031519983906,0.054981397271599834,0.5070191842571248,16164.25,2419.0,13902.0,107.88,6657.0,88.9098,17350.486435722236
db_bio,dpmlm_shap,"{'epsilon': 10, 'rho': 0.4}",test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5059590445397093,,,,,,,
