method,params,split,P,TRIR,U,PU,D,D_text,T,GAIN,relative_gain
baseline,{},,0.9858786610878661,0.9776847977684797,0.9793303017775941,0.9731293923108723,0.0,0.0,0.0,0.0,0.0
baseline,{},test,0.9857043235704324,0.9769874476987448,,0.9731293923108723,,0.0,0.0,,
dummy,{},,0.01804513284589095,0.0029271982670894003,0.054981397271599834,0.054981397271599834,1.0,1.0,,0.0,0.037838227751878485
dummy,{},test,0.02533794898808972,0.0041841004184100415,,0.054981397271599834,,1.0,,,
presidio,{},,0.701819670428745,0.6220362622036263,0.9727159983464242,0.972302604381976,0.1707193464866203,0.1707193464866203,0.04459694088466308,0.23221176663553292,0.28137383552635054
presidio,{},test,0.7821713975289288,0.7050209205020921,,0.9832635983263599,,,,,
spacy,{},,0.37041605475009076,0.2928870292887029,0.9677552707730467,0.9681686647374949,0.23783763212549533,0.23783763212549533,0.03268706076891277,0.5478262075391206,0.6124589180450695
dpbart,{'epsilon': 10},,0.01614725857929365,0.001394700139470014,0.07341352136043136,0.04852758191621734,0.5220662105682896,0.5220662105682896,1.6741794129805705,0.16557978503540183,0.05858443803728408
dpbart,{'epsilon': 25},,0.019220594665739374,0.0041841004184100415,0.07335267302113552,0.053460422710319096,0.510575357597764,0.510575357597764,1.6190615957007028,0.16801758903748845,0.05540494808982781
dpbart,{'epsilon': 50},,0.026259260748191512,0.00697350069735007,0.09283050145047658,0.08122668876916701,0.47170542369562307,0.47170542369562307,1.5112236461347666,0.1907564442285503,0.06815438945646754
dpbart,{'epsilon': 100},,0.2502074871649143,0.15341701534170152,0.6654259718775848,0.7005789909015715,0.2983731822171568,0.2983731822171568,1.7736130632492766,0.4470102731541277,0.4256790594323158
dpbart,{'epsilon': 250},,0.40131108184395825,0.28870292887029286,0.8478710210830922,0.8342290202563043,0.25786649287917385,0.25786649287917385,1.870644894584539,0.41816692350010753,0.4587068418167689
dpparaphrase,{'epsilon': 10},,0.08273713704595391,0.040446304044630406,0.4774700289375775,0.49607275733774286,0.3819675634152349,0.3819675634152349,3.041161637040099,0.45144644430155983,0.4036252570750878
dpparaphrase,{'epsilon': 25},,0.0674976458079783,0.02789400278940028,0.40512608515915666,0.4915254237288136,0.3787710548835911,0.3787710548835911,2.9466267052501034,0.440636195074889,0.3452122012284402
dpparaphrase,{'epsilon': 50},,0.07453342381803693,0.03765690376569038,0.3815626291856139,0.5047540305911534,0.3740206093811509,0.3740206093811509,2.7338900372054566,0.43124040446451356,0.31401486035481174
